_id,BNS_Section,IPC_Section,Chapter,Description
67c8c06cdcd2f83aa7d0f52b,Sec. 225,S. 189,Chapter IX: Offences Relating to Legal Process,"This section punishes threatening injury to a public servant. It applies when someone menaces a cop to avoid arrest, ensuring penalties for intimidation that undermines authority and the ability to perform official duties safely."
67c8c06cdcd2f83aa7d0f52c,Sec. 226,New Provision,Chapter IX: Offences Relating to Legal Process,"This section punishes suicide attempts to compel or restrain a public servant, with community service. It applies when someone fakes a jump to stop an arrest, ensuring penalties for manipulating authority through self-harm threats."
67c8c06cdcd2f83aa7d0f52d,Sec. 227,S. 191,Chapter IX: Offences Relating to Legal Process,"This section punishes giving false evidence under oath. It applies when a witness lies in court about a crime, like an alibi, ensuring severe penalties for perjury that distorts justice and misleads legal proceedings."
67c8c06cdcd2f83aa7d0f52e,Sec. 228,S. 192,Chapter IX: Offences Relating to Legal Process,"This section punishes fabricating false evidence. It applies when someone plants fake clues, like a forged letter, ensuring liability for creating deceptive material intended to mislead courts and affect judicial outcomes."
67c8c06cdcd2f83aa7d0f52f,Sec. 229,S. 193,Chapter IX: Offences Relating to Legal Process,"This section prescribes punishment for giving or fabricating false evidence. It applies when someone lies or fakes proof in a trial, like a staged scene, ensuring penalties for undermining justice with deceitful testimony or materials."
67c8c06cdcd2f83aa7d0f530,Sec. 230,S. 194,Chapter IX: Offences Relating to Legal Process,"This section punishes false evidence intended to secure a capital conviction. It applies when someone frames another for murder with lies, ensuring the harshest penalties for perjury risking someone’s life through wrongful execution."
67c8c06cdcd2f83aa7d0f531,Sec. 231,S. 195,Chapter IX: Offences Relating to Legal Process,"This section punishes false evidence for convictions with imprisonment. It applies when someone lies to jail another, like faking theft proof, ensuring penalties for deceit aiming to unjustly imprison rather than execute the accused."
67c8c06cdcd2f83aa7d0f532,Sec. 232,S. 196,Chapter IX: Offences Relating to Legal Process,"This section punishes using known false evidence. It applies when someone submits a fake document in court, like a forged will, ensuring liability for knowingly relying on deceptive materials to influence legal decisions."
67c8c06cdcd2f83aa7d0f533,Sec. 233,S. 197,Chapter IX: Offences Relating to Legal Process,"This section punishes issuing or signing a false certificate. It applies when a doctor fakes a death certificate, ensuring accountability for providing misleading official documents that can affect legal or public outcomes."
67c8c06cdcd2f83aa7d0f534,Sec. 234,S. 198,Chapter IX: Offences Relating to Legal Process,"This section punishes using a known false certificate as true. It applies when someone uses a fake degree to get a job, ensuring penalties for exploiting fraudulent certifications to deceive others or gain undeserved benefits."
67c8c06cdcd2f83aa7d0f535,Sec. 235,S. 199,Chapter IX: Offences Relating to Legal Process,"This section punishes false statements in legally receivable declarations. It applies when someone lies in a sworn affidavit, like about property, ensuring penalties for deceit in documents courts rely on as evidence."
67c8c06cdcd2f83aa7d0f536,Sec. 236,S. 200,Chapter IX: Offences Relating to Legal Process,"This section punishes using a known false declaration as true. It applies when someone submits a fake affidavit to win a case, ensuring liability for relying on deceptive sworn statements to mislead judicial proceedings."
67c8c06cdcd2f83aa7d0f537,Sec. 237,S. 201,Chapter IX: Offences Relating to Legal Process,"This section punishes hiding evidence or giving false info to shield an offender. It applies when someone buries a murder weapon, ensuring penalties for obstructing justice and protecting criminals from detection or punishment."
67c8c06cdcd2f83aa7d0f538,Sec. 238,S. 202,Chapter IX: Offences Relating to Legal Process,"This section punishes omitting to report an offence when bound to do so. It applies when a witness doesn’t tell police about a robbery, ensuring liability for failing a legal duty to aid investigations and public safety."
67c8c06cdcd2f83aa7d0f539,Sec. 239,S. 203,Chapter IX: Offences Relating to Legal Process,"This section punishes giving false information about an offence. It applies when someone misleads police about a theft’s details, ensuring penalties for lying to authorities and complicating efforts to solve or prosecute crimes."
67c8c06cdcd2f83aa7d0f53a,Sec. 240,S. 204,Chapter IX: Offences Relating to Legal Process,"This section increases punishment for destroying documents or electronic records to prevent evidence use. It applies when someone deletes files to hide a crime, ensuring harsher penalties for obstructing justice through evidence tampering."
67c8c06cdcd2f83aa7d0f53b,Sec. 241,S. 205,Chapter IX: Offences Relating to Legal Process,"This section punishes false personation in legal proceedings. It applies when someone pretends to be another in court, like for a lawsuit, ensuring penalties for fraudulently manipulating judicial processes or outcomes through impersonation."
67c8c06cdcd2f83aa7d0f53c,Sec. 242,S. 206,Chapter IX: Offences Relating to Legal Process,"This section increases punishment for fraudulently hiding property to avoid seizure. It applies when someone conceals assets from a tax raid, ensuring harsher penalties for thwarting lawful confiscation by authorities or creditors."
67c8c06cdcd2f83aa7d0f53d,Sec. 243,S. 207,Chapter IX: Offences Relating to Legal Process,"This section punishes fraudulent claims to property to prevent seizure. It applies when someone falsely asserts ownership to block a court levy, ensuring accountability for deceit aimed at evading legal forfeiture of assets."
67c8c06cdcd2f83aa7d0f53e,Sec. 244,S. 208,Chapter IX: Offences Relating to Legal Process,"This section punishes fraudulently suffering a decree for an unowed sum. It applies when someone lets a fake debt judgment pass, like in collusion, ensuring penalties for manipulating courts to unjustly burden others financially."
67c8c06cdcd2f83aa7d0f53f,Sec. 245,S. 209,Chapter IX: Offences Relating to Legal Process,"This section punishes dishonestly making false claims in court. It applies when someone files a baseless lawsuit for money, ensuring accountability for wasting judicial resources and harming others through fraudulent legal assertions."
67c8c06cdcd2f83aa7d0f540,Sec. 246,S. 210,Chapter IX: Offences Relating to Legal Process,"This section punishes fraudulently obtaining a decree for an unowed sum. It applies when someone tricks a court into awarding fake damages, ensuring penalties for deceitfully securing unjust financial gains through manipulated judicial rulings."
67c8c06cdcd2f83aa7d0f541,Sec. 247,S. 211,Chapter IX: Offences Relating to Legal Process,"This section increases punishment for false charges intended to injure. It applies when someone files a fake assault case to ruin another, ensuring harsher penalties for maliciously using legal processes to harm others’ reputation or liberty."
67c8c06cdcd2f83aa7d0f542,Sec. 248,S. 212,Chapter X: Offences Against Justice,"This section punishes harboring an offender to shield them from punishment. It applies when someone hides a thief from police, ensuring liability for aiding criminals post-crime and obstructing justice or law enforcement efforts."
67c8c06cdcd2f83aa7d0f543,Sec. 249,S. 213,Chapter X: Offences Against Justice,"This section punishes accepting gifts to screen an offender from punishment. It applies when someone takes money to not report a crime, ensuring penalties for corruption that protects criminals and undermines legal accountability."
67c8c129dcd2f83aa7d0f544,Sec. 199,S. 162 - 163,Chapter VIII: Offences by Public Servants,"This section punishes taking gratification to influence a public servant. It applies when someone bribes an intermediary to sway an official, like for a contract, targeting indirect corruption and ensuring penalties for such manipulation."
67c8c1f6dcd2f83aa7d0f545,Sec. 250,S. 214,Chapter X: Offences Against Justice,"This section punishes offering gifts to shield an offender. It applies when someone bribes a witness to stay silent about a robbery, ensuring accountability for attempting to buy protection for criminals and thwart justice."
67c8c1f6dcd2f83aa7d0f546,Sec. 251,S. 215,Chapter X: Offences Against Justice,"This section punishes taking gifts to recover stolen property without reporting. It applies when someone pays a thief to return goods quietly, ensuring penalties for bypassing police and encouraging crime through private deals."
67c8c1f6dcd2f83aa7d0f547,Sec. 252,S. 216,Chapter X: Offences Against Justice,"This section punishes harboring an offender who escaped custody or is wanted. It applies when someone hides a fugitive from a manhunt, ensuring liability for aiding serious criminals and obstructing their lawful apprehension."
67c8c1f6dcd2f83aa7d0f548,Sec. 253,S. 216A,Chapter X: Offences Against Justice,"This section punishes harboring robbers or dacoits. It applies when someone shelters a bandit gang, like after a heist, ensuring penalties for supporting violent criminals and hindering efforts to capture dangerous offenders."
67c8c1f6dcd2f83aa7d0f549,Sec. 254,S. 217,Chapter X: Offences Against Justice,"This section punishes a public servant disobeying law to save someone from punishment. It applies when a cop lets a friend off a crime, ensuring accountability for abusing authority and undermining justice through favoritism."
67c8c1f6dcd2f83aa7d0f54a,Sec. 255,S. 218,Chapter X: Offences Against Justice,"This section punishes a public servant falsifying records to shield someone. It applies when an official alters a file to clear a suspect, ensuring penalties for corruptly manipulating evidence to pervert the course of justice."
67c8c1f6dcd2f83aa7d0f54b,Sec. 256,S. 219,Chapter X: Offences Against Justice,"This section punishes a public servant corruptly making false judicial reports. It applies when a judge fakes a ruling for a bribe, ensuring severe penalties for judicial corruption that distorts legal outcomes and public trust."
67c8c1f6dcd2f83aa7d0f54c,Sec. 257,S. 220,Chapter X: Offences Against Justice,"This section punishes illegal confinement by an authority knowing it’s wrong. It applies when a cop detains someone without cause, ensuring accountability for abusing power and violating rights through unjust imprisonment or trials."
67c8c1f6dcd2f83aa7d0f54d,Sec. 258,S. 221,Chapter X: Offences Against Justice,"This section punishes a public servant intentionally omitting to apprehend an offender. It applies when a cop deliberately lets a thief go, ensuring penalties for neglecting duty and allowing criminals to escape justice."
67c8c1f6dcd2f83aa7d0f54e,Sec. 259,S. 222,Chapter X: Offences Against Justice,"This section punishes someone bound by law intentionally failing to apprehend an offender. It applies when a citizen with a duty ignores a fugitive, ensuring liability for shirking legal obligations to aid law enforcement."
67c8c1f6dcd2f83aa7d0f54f,Sec. 260,S. 223,Chapter X: Offences Against Justice,"This section punishes a public servant negligently allowing an escape from custody. It applies when a guard carelessly lets a prisoner flee, ensuring accountability for lapses that risk public safety and justice enforcement."
67c8c1f6dcd2f83aa7d0f550,Sec. 261,S. 224,Chapter X: Offences Against Justice,"This section punishes resisting lawful apprehension. It applies when someone fights off police during an arrest, ensuring penalties for obstructing justice and making it harder for authorities to detain suspects legally."
67c8c1f6dcd2f83aa7d0f551,Sec. 262,S. 225,Chapter X: Offences Against Justice,"This section punishes resisting or obstructing another’s lawful apprehension. It applies when someone helps a friend escape arrest, ensuring liability for aiding evasion and complicating law enforcement’s efforts to capture offenders."
67c8c1f6dcd2f83aa7d0f552,Sec. 263,S. 225A,Chapter X: Offences Against Justice,"This section punishes a public servant omitting to apprehend or allowing an escape. It applies when a cop fails to arrest or lets a suspect go, ensuring accountability for neglecting duty and risking public safety."
67c8c1f6dcd2f83aa7d0f553,Sec. 264,S. 225B,Chapter X: Offences Against Justice,"This section punishes resisting lawful apprehension or escaping in unlisted cases. It applies when someone flees a minor arrest, like for a fine, ensuring a catch-all penalty for obstructing justice in less specific scenarios."
67c8c1f6dcd2f83aa7d0f554,Sec. 265,S. 226 (repealed),Chapter X: Offences Against Justice,"This section, repealed, once punished unlawful return from transportation. It applied when exiles returned illegally; its repeal reflects transportation’s obsolescence, with modern penalties focusing on current confinement or escape issues."
67c8c1f6dcd2f83aa7d0f555,Sec. 266,S. 227,Chapter X: Offences Against Justice,"This section punishes violating remission conditions of a sentence. It applies when a paroled convict breaks rules, like contacting victims, ensuring penalties for failing to honor leniency terms and risking public safety."
67c8c1f6dcd2f83aa7d0f556,Sec. 267,S. 228,Chapter X: Offences Against Justice,"This section punishes insulting or interrupting a public servant in judicial proceedings. It applies when someone yells at a judge in court, ensuring respect for judicial process and penalties for disrupting legal hearings."
67c8c1f6dcd2f83aa7d0f557,Sec. 268,S. 228A (part),Chapter V: Offences Against Women and Children,"This section, moved to Chapter V, punishes disclosing victim identities in certain cases. It applies when media names a rape victim, ensuring penalties for breaching privacy and protecting dignity, aligned with gender offences."
67c8c1f6dcd2f83aa7d0f558,Sec. 269,S. 229,Chapter X: Offences Against Justice,"This section punishes personating a juror or assessor. It applies when someone pretends to be on a jury for influence, ensuring penalties for fraudulently affecting judicial decisions and maintaining the integrity of legal proceedings."
67c8c1f6dcd2f83aa7d0f559,Sec. 270,S. 269,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes negligent acts likely to spread dangerous diseases. It applies when someone with a contagious illness mingles in public, ensuring accountability for risking public health through careless behavior or neglect."
67c8c1f6dcd2f83aa7d0f55a,Sec. 271,S. 270,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes malignant acts spreading dangerous diseases intentionally. It applies when someone knowingly infects others, like spitting with TB, ensuring severe penalties for deliberate threats to public health and safety."
67c8c1f6dcd2f83aa7d0f55b,Sec. 272,S. 271,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes disobeying quarantine rules. It applies when someone leaves isolation during a pandemic, like COVID-19, ensuring penalties for violating public health orders and risking widespread infection through defiance."
67c8c1f6dcd2f83aa7d0f55c,Sec. 273,S. 272,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes adulterating food or drink for sale. It applies when a vendor mixes harmful substances into goods, like watered-down milk, ensuring accountability for endangering consumers and compromising food safety standards."
67c8c1f6dcd2f83aa7d0f55d,Sec. 274,S. 273,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes selling noxious food or drink. It applies when a shop sells spoiled meat knowingly, ensuring penalties for distributing harmful consumables that threaten public health and trust in the food supply chain."
67c8c1f6dcd2f83aa7d0f55e,Sec. 275,S. 274,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes adulterating drugs to reduce efficacy or safety. It applies when a pharmacist dilutes medicine, like antibiotics, ensuring accountability for jeopardizing patient health and undermining trust in medical treatments."
67c8c1f6dcd2f83aa7d0f55f,Sec. 276,S. 275,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes selling adulterated drugs. It applies when a seller offers tampered medicine, like fake pills, ensuring penalties for distributing unsafe drugs that harm patients and erode confidence in healthcare systems."
67c8c1f6dcd2f83aa7d0f560,Sec. 277,S. 276,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes selling a drug as a different one. It applies when a vendor passes off a placebo as a cure, ensuring accountability for deceiving patients and risking lives through fraudulent misrepresentation of medications."
67c8c1f6dcd2f83aa7d0f561,Sec. 278,S. 277,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section increases punishment for fouling public water sources. It applies when someone dumps waste into a river, ensuring harsher penalties for polluting essential resources and endangering community health and environmental safety."
67c8c1f6dcd2f83aa7d0f562,Sec. 279,S. 278,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes making the atmosphere noxious to health. It applies when a factory emits toxic fumes, ensuring accountability for air pollution that harms public well-being and imposes penalties for environmental negligence."
67c8c1f6dcd2f83aa7d0f563,Sec. 280,S. 279,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes rash driving or riding on public ways. It applies when a biker speeds recklessly, endangering others, ensuring penalties for negligent behavior that risks accidents and public safety on roads or paths."
67c8c1f6dcd2f83aa7d0f564,Sec. 281,S. 280,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes rash navigation of a vessel. It applies when a captain steers a boat dangerously, like speeding in fog, ensuring accountability for endangering passengers or others on waterways through negligent handling."
67c8c1f6dcd2f83aa7d0f565,Sec. 282,S. 281,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes showing false signals or buoys. It applies when someone plants a fake lighthouse signal, misleading ships, ensuring penalties for risking maritime safety and causing potential wrecks through deceptive navigation aids."
67c8c1f6dcd2f83aa7d0f566,Sec. 283,S. 282,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes conveying people in unsafe or overloaded vessels for hire. It applies when a ferry operator packs too many passengers, ensuring accountability for risking lives through greed or neglect on water transport."
67c8c1f6dcd2f83aa7d0f567,Sec. 284,S. 283,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes causing danger or obstruction in public ways or navigation. It applies when someone blocks a road with debris, ensuring penalties for disrupting safe travel and endangering users of public spaces or routes."
67c8c1f6dcd2f83aa7d0f568,Sec. 285,S. 284,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes negligent handling of poisonous substances. It applies when someone carelessly stores cyanide, risking harm, ensuring accountability for endangering others through lack of caution with dangerous materials."
67c8c1f6dcd2f83aa7d0f569,Sec. 286,S. 285,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes negligent use of fire or combustible materials. It applies when someone leaves a fire unattended, sparking a blaze, ensuring penalties for risking public safety through careless handling of flammable items."
67c8c1f6dcd2f83aa7d0f56a,Sec. 287,S. 286,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes negligent handling of explosives. It applies when someone mishandles dynamite, causing an explosion, ensuring accountability for endangering lives and property through reckless management of volatile substances."
67c8c1f6dcd2f83aa7d0f56b,Sec. 288,S. 287,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes negligent conduct with machinery. It applies when an operator runs a faulty machine, injuring others, ensuring penalties for risking safety through careless use or maintenance of mechanical equipment."
67c8c1f6dcd2f83aa7d0f56c,Sec. 289,S. 288,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes negligent demolition or repair of buildings. It applies when a worker carelessly topples a wall, hurting bystanders, ensuring accountability for endangering others through sloppy construction or maintenance work."
67c8c1f6dcd2f83aa7d0f56d,Sec. 290,S. 289,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes negligent handling of animals. It applies when an owner lets a rabid dog roam, biting someone, ensuring penalties for risking public safety through careless control of potentially dangerous animals."
67c8c1f6dcd2f83aa7d0f56e,Sec. 291,S. 290,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes public nuisances not otherwise covered. It applies to minor annoyances, like loud music at night, ensuring a catch-all penalty for acts disrupting peace or comfort without fitting specific offence categories."
67c8c1f6dcd2f83aa7d0f56f,Sec. 292,S. 291,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes continuing a nuisance after an injunction. It applies when someone keeps dumping trash despite a court order, ensuring penalties for defying legal mandates to stop ongoing public disturbances or harms."
67c8c1f6dcd2f83aa7d0f570,Sec. 293,S. 292,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes selling or distributing obscene books or materials. It applies when a vendor sells explicit content, like pornography, ensuring penalties for spreading materials deemed harmful to public morals or decency."
67c8c1f6dcd2f83aa7d0f571,Sec. 294,S. 293,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes selling obscene objects to young persons. It applies when a shop sells lewd items to minors, like erotic toys, ensuring accountability for targeting youth and protecting them from inappropriate exposure."
67c8c1f6dcd2f83aa7d0f572,Sec. 295,S. 294,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes obscene acts or songs in public. It applies when someone performs lewd dances or sings vulgar lyrics, ensuring penalties for public displays that offend decency and disrupt social norms or peace."
67c8c1f6dcd2f83aa7d0f573,Sec. 296,S. 294A,"Chapter XI: Offences Against Public Health, Safety, Decency, and Morals","This section punishes keeping a lottery office. It applies when someone runs an illegal gambling hub, like a ticket shop, ensuring penalties for unauthorized lotteries that exploit participants and evade government regulation."
67c8c1f6dcd2f83aa7d0f574,Sec. 297,S. 295,Chapter XII: Offences Against Religion,"This section punishes defiling a place of worship to insult a religion. It applies when someone vandalizes a temple, ensuring penalties for acts targeting religious sentiments and disrupting communal harmony through sacred desecration."
67c8c1f6dcd2f83aa7d0f575,Sec. 298,S. 295A,Chapter XII: Offences Against Religion,"This section punishes deliberate acts to outrage religious feelings. It applies when someone burns a holy book to provoke, ensuring severe penalties for maliciously targeting faith and risking public unrest or violence."
67c8c1f6dcd2f83aa7d0f576,Sec. 299,S. 296,Chapter XII: Offences Against Religion,"This section punishes disturbing a religious assembly. It applies when someone disrupts a prayer service, like shouting, ensuring penalties for interrupting worship and protecting the right to practice religion peacefully."
67c8c39adcd2f83aa7d0f577,Sec. 300,S. 297,Chapter XII: Offences Against Religion,"This section punishes trespassing on burial places or insulting the dead. It applies when someone digs up a grave, ensuring accountability for violating sacred spaces and offending cultural or religious respect for the deceased."
67c8c39adcd2f83aa7d0f578,Sec. 301,S. 298,Chapter XII: Offences Against Religion,"This section punishes words intended to wound religious feelings. It applies when someone mocks a faith in public, like slurs, ensuring penalties for verbal attacks that provoke religious discord and hurt communal sentiments."
67c8c39adcd2f83aa7d0f579,Sec. 302,S. 299,Chapter XII: Offences Against Religion,"This section consolidates other religious offences. It applies to miscellaneous acts, like disrupting rituals not covered elsewhere, ensuring a broad net to punish behaviors threatening religious peace and societal harmony."
67c8c39adcd2f83aa7d0f57a,Sec. 303 (1)-(2),S. 378 - 379,Chapter VII: Offences Against Property,"This section punishes theft, with community service for petty cases. It applies when someone steals a phone or small item, ensuring penalties for taking property unlawfully, with lighter options for minor thefts to encourage reform."
67c8c39adcd2f83aa7d0f57b,Sec. 304,New Provision,Chapter VII: Offences Against Property,"This section punishes snatching, a quick theft without violence. It applies when someone grabs a purse and runs, ensuring accountability for swift property grabs that don’t involve force but still violate ownership rights."
67c8c39adcd2f83aa7d0f57c,Sec. 305,S. 380,Chapter VII: Offences Against Property,"This section punishes theft in dwellings, transport, or worship places. It applies when someone steals from a home or temple, ensuring harsher penalties for violating personal or sacred spaces where trust and security are expected."
67c8c39adcd2f83aa7d0f57d,Sec. 306,S. 381,Chapter VII: Offences Against Property,"This section punishes theft by a clerk or servant from their master. It applies when a maid steals jewelry from an employer, ensuring accountability for breaching trust in domestic or professional relationships with access to property."
67c8c39adcd2f83aa7d0f57e,Sec. 307,S. 382,Chapter VII: Offences Against Property,"This section punishes theft after preparing to cause death, hurt, or restraint. It applies when a thief arms themselves to rob, ensuring severe penalties for escalating theft with potential violence or coercion against victims."
67c8c39adcd2f83aa7d0f57f,Sec. 308,S. 383 - 384,Chapter VII: Offences Against Property,"This section punishes extortion, including via electronic means. It applies when someone threatens to leak photos for money, ensuring penalties for coercing property or compliance through fear, updated for modern digital threats."
67c8c39adcd2f83aa7d0f580,Sec. 309,S. 385 - 389,Chapter VII: Offences Against Property,"This section punishes putting someone in fear of injury to extort. It applies when a thug demands cash with threats, ensuring accountability for intimidation tactics used to extract money or favors through psychological pressure."
67c8c39adcd2f83aa7d0f581,Sec. 310,S. 390 - 394,Chapter VII: Offences Against Property,"This section punishes robbery and dacoity, with a mandatory minimum for dacoity. It applies when a gang robs with force, like a bank heist, ensuring severe penalties for violent theft by individuals or groups of five or more."
67c8c39adcd2f83aa7d0f582,Sec. 311,S. 395,Chapter VII: Offences Against Property,"This section punishes dacoity, theft by five or more persons. It applies when a gang loots a village, ensuring harsh penalties for organized group theft that overwhelms victims and threatens community safety with coordinated crime."
67c8c39adcd2f83aa7d0f583,Sec. 312,S. 396,Chapter VII: Offences Against Property,"This section punishes dacoity with murder. It applies when a gang kills during a robbery, like a shop owner shot, ensuring the severest penalties for combining lethal violence with organized theft, targeting extreme criminality."
67c8c39adcd2f83aa7d0f584,Sec. 313,S. 397 - 398,Chapter VII: Offences Against Property,"This section punishes robbery or dacoity attempting death or grievous hurt. It applies when a robber stabs a victim, ensuring severe penalties for violent theft attempts that risk serious injury, even if the goal isn’t achieved."
67c8c39adcd2f83aa7d0f585,Sec. 314,S. 403,Chapter VII: Offences Against Property,"This section imposes a mandatory minimum for dishonest misappropriation of property. It applies when someone keeps found money, like a lost wallet, ensuring punishment for wrongfully using goods not theirs with intent to deprive the owner."
67c8c39adcd2f83aa7d0f586,Sec. 315,S. 404,Chapter VII: Offences Against Property,"This section punishes misappropriating a deceased person’s property dishonestly. It applies when an executor pockets estate funds, ensuring accountability for exploiting death to steal assets meant for heirs or legal distribution."
67c8c39adcd2f83aa7d0f587,Sec. 316,S. 405 - 406,Chapter VII: Offences Against Property,"This section increases punishment for criminal breach of trust. It applies when a trustee embezzles funds, like a banker stealing deposits, ensuring harsher penalties for betraying entrusted property and harming victims’ financial security."
67c8c39adcd2f83aa7d0f588,Sec. 317,S. 407,Chapter VII: Offences Against Property,"This section punishes criminal breach of trust by a carrier or similar role. It applies when a deliveryman steals packages, ensuring accountability for abusing positions of transport or storage to misappropriate goods entrusted to them."
67c8c39adcd2f83aa7d0f589,Sec. 318,S. 417 - 420,Chapter VII: Offences Against Property,"This section increases punishment for cheating. It applies when someone scams another, like selling fake goods, ensuring harsher penalties for deceiving people to gain property or advantage, reflecting the seriousness of trust violations."
67c8c39adcd2f83aa7d0f58a,Sec. 319,S. 421 - 422,Chapter VII: Offences Against Property,"This section punishes fraudulent property deeds or dispositions. It applies when someone fakes a title to sell land, ensuring accountability for deceitful transfers that cheat owners or buyers out of rightful property interests."
67c8c39adcd2f83aa7d0f58b,Sec. 320,S. 424,Chapter VII: Offences Against Property,"This section imposes a mandatory minimum for dishonest property removal or concealment. It applies when someone hides goods to avoid debt, ensuring punishment for fraudulently evading legal claims or obligations tied to assets."
67c8c39adcd2f83aa7d0f58c,Sec. 321,S. 425,Chapter VII: Offences Against Property,"This section defines mischief as damaging or destroying property with intent. It applies when someone slashes tires, forming the basis for prosecuting acts that harm others’ possessions or usability without lawful excuse."
67c8c39adcd2f83aa7d0f58d,Sec. 322,S. 426,Chapter VII: Offences Against Property,"This section increases punishment for mischief. It applies when someone breaks a window spitefully, ensuring harsher penalties for intentional property damage that inconveniences or costs victims, reflecting the act’s malicious nature."
67c8c39adcd2f83aa7d0f58e,Sec. 323,S. 427,Chapter VII: Offences Against Property,"This section punishes mischief causing significant property damage. It applies when someone floods a field, ruining crops, ensuring penalties for substantial losses from intentional acts that destroy or impair valuable assets or land."
67c8c39adcd2f83aa7d0f58f,Sec. 324 (1)-(5),S. 428 - 429,Chapter VII: Offences Against Property,"This section introduces punishment tiers for mischief killing or maiming animals or causing major damage. It applies when someone poisons livestock, ensuring scaled penalties for severe harm to animals or property, protecting livelihoods."
67c8c39adcd2f83aa7d0f590,Sec. 325,S. 430,Chapter VII: Offences Against Property,"This section punishes mischief by damaging irrigation or diverting water. It applies when someone cuts a canal, flooding fields, ensuring accountability for disrupting agriculture and water access critical to communities and farmers."
67c8c39adcd2f83aa7d0f591,Sec. 326,S. 431,Chapter VII: Offences Against Property,"This section punishes mischief damaging public roads, bridges, or rivers. It applies when someone blocks a highway, ensuring penalties for impairing infrastructure vital to transport and safety, protecting public utility and mobility."
67c8c39adcd2f83aa7d0f592,Sec. 327,S. 432,Chapter VII: Offences Against Property,"This section punishes mischief causing inundation or blocking drainage. It applies when someone clogs a sewer, flooding streets, ensuring accountability for disrupting sanitation and public health through intentional water mismanagement."
67c8c39adcd2f83aa7d0f593,Sec. 328,S. 433,Chapter VII: Offences Against Property,"This section punishes mischief by destroying or moving public landmarks. It applies when someone shifts a boundary stone, ensuring penalties for altering official markers that define property or jurisdiction, causing confusion or disputes."
67c8c39adcd2f83aa7d0f594,Sec. 329,S. 441 - 448,Chapter VII: Offences Against Property,"This section punishes criminal trespass and house-trespass. It applies when someone enters a yard or home illegally, ensuring penalties for violating private spaces, with escalating punishment based on intent or severity of intrusion."
67c8c39adcd2f83aa7d0f595,Sec. 330,S. 449,Chapter VII: Offences Against Property,"This section punishes house-trespass to commit an offence punishable with death. It applies when someone breaks in to murder, ensuring severe penalties for entering homes with lethal intent, combining trespass with grave crimes."
67c8c39adcd2f83aa7d0f596,Sec. 331,S. 450,Chapter VII: Offences Against Property,"This section punishes house-trespass for an offence with life imprisonment. It applies when someone enters to kidnap, ensuring harsh penalties for breaking into homes to commit serious crimes that don’t carry the death penalty."
67c8c39adcd2f83aa7d0f597,Sec. 332,S. 451,Chapter VII: Offences Against Property,"This section punishes house-trespass for an offence with imprisonment. It applies when someone sneaks in to steal, ensuring accountability for entering homes to commit lesser crimes, like theft, with penalties reflecting intent."
67c8c39adcd2f83aa7d0f598,Sec. 333,S. 452,Chapter VII: Offences Against Property,"This section punishes house-trespass after preparing for hurt, assault, or restraint. It applies when a burglar arms themselves, ensuring severe penalties for entering homes with intent to harm or control occupants during the crime."
67c8c39adcd2f83aa7d0f599,Sec. 334,S. 453,Chapter VII: Offences Against Property,"This section, reorganized, punishes lurking house-trespass or breaking in after sunset. It applies when someone sneaks in at night to rob, ensuring harsher penalties for stealthy intrusions exploiting darkness to evade detection."
67c8c39adcd2f83aa7d0f59a,Sec. 335,S. 463 - 465,Chapter VII: Offences Against Property,"This section punishes forgery, making false documents with intent to deceive. It applies when someone fakes a contract, ensuring penalties for creating fraudulent papers to cheat others or gain advantage, harming trust or property."
